date,sku,qty,amount,region
2025-11-03,KEYCAP-SET,11,456.06,eu
2025-12-04,INVOICE-PAD,11,149.77,apac
2025-01-05,WIDGET-1,5,186.42,west
2025-02-06,WIDGET-PRO,1,53.31,east
2025-03-07,CABLE-USB,12,749.59,north
2025-04-08,DOCK-HDMI,1,25.06,south
2025-05-09,KEYCAP-SET,9,752.27,eu
2025-06-10,INVOICE-PAD,10,711.65,apac
2025-07-11,WIDGET-1,6,194.74,west
2025-08-12,WIDGET-PRO,8,359.57,east
2025-09-13,CABLE-USB,2,151.45,north
2025-10-14,DOCK-HDMI,11,91.09,south
2025-11-15,KEYCAP-SET,9,71.41,eu
2025-12-16,INVOICE-PAD,9,198.23,apac
2025-01-17,WIDGET-1,6,417.29,west
2025-02-18,WIDGET-PRO,1,29.26,east
2025-03-19,CABLE-USB,3,192.20,north
2025-04-20,DOCK-HDMI,9,622.45,south
2025-05-21,KEYCAP-SET,7,49.01,eu
2025-06-22,INVOICE-PAD,8,98.88,apac
2025-07-23,WIDGET-1,8,424.53,west
2025-08-24,WIDGET-PRO,8,92.29,east
2025-09-25,CABLE-USB,5,198.79,north
2025-10-26,DOCK-HDMI,12,475.70,south
2025-11-27,KEYCAP-SET,13,139.19,eu
2025-12-28,INVOICE-PAD,13,353.09,apac
2025-01-01,WIDGET-1,7,110.63,west
2025-02-02,WIDGET-PRO,13,329.62,east
2025-03-03,CABLE-USB,3,157.06,north
2025-04-04,DOCK-HDMI,1,48.25,south
2025-05-05,KEYCAP-SET,8,215.01,eu
2025-06-06,INVOICE-PAD,12,926.72,apac
2025-07-07,WIDGET-1,1,54.44,west
2025-08-08,WIDGET-PRO,13,153.24,east
2025-09-09,CABLE-USB,12,922.60,north
2025-10-10,DOCK-HDMI,10,542.57,south
2025-11-11,KEYCAP-SET,3,182.18,eu
2025-12-12,INVOICE-PAD,6,509.74,apac
2025-01-13,WIDGET-1,13,739.54,west
2025-02-14,WIDGET-PRO,8,151.10,east
2025-03-15,CABLE-USB,5,159.80,north
2025-04-16,DOCK-HDMI,10,369.16,south
2025-05-17,KEYCAP-SET,1,42.79,eu
2025-06-18,INVOICE-PAD,13,279.62,apac
2025-07-19,WIDGET-1,3,168.00,west
2025-08-20,WIDGET-PRO,4,259.61,east
2025-09-21,CABLE-USB,6,405.32,north
2025-10-22,DOCK-HDMI,5,130.81,south
2025-11-23,KEYCAP-SET,9,383.57,eu
2025-12-24,INVOICE-PAD,11,352.85,apac
2025-01-25,WIDGET-1,3,150.78,west
2025-02-26,WIDGET-PRO,3,20.54,east
2025-03-27,CABLE-USB,8,431.59,north
2025-04-28,DOCK-HDMI,3,58.55,south
2025-05-01,KEYCAP-SET,11,894.96,eu
2025-06-02,INVOICE-PAD,2,169.43,apac
2025-07-03,WIDGET-1,4,258.47,west
2025-08-04,WIDGET-PRO,6,82.11,east
2025-09-05,CABLE-USB,2,50.52,north
2025-10-06,DOCK-HDMI,7,507.45,south
2025-11-07,KEYCAP-SET,13,812.01,eu
2025-12-08,INVOICE-PAD,2,109.39,apac
2025-01-09,WIDGET-1,6,240.39,west
2025-02-10,WIDGET-PRO,8,143.84,east
2025-03-11,CABLE-USB,1,23.02,north
2025-04-12,DOCK-HDMI,13,305.94,south
2025-05-13,KEYCAP-SET,5,330.34,eu
2025-06-14,INVOICE-PAD,5,221.58,apac
2025-07-15,WIDGET-1,13,1060.34,west
2025-08-16,WIDGET-PRO,1,23.18,east
2025-09-17,CABLE-USB,4,247.00,north
2025-10-18,DOCK-HDMI,9,431.63,south
2025-11-19,KEYCAP-SET,3,17.61,eu
2025-12-20,INVOICE-PAD,8,505.07,apac
2025-01-21,WIDGET-1,11,798.64,west
2025-02-22,WIDGET-PRO,10,535.06,east
2025-03-23,CABLE-USB,8,330.68,north
2025-04-24,DOCK-HDMI,2,50.87,south
2025-05-25,KEYCAP-SET,5,286.92,eu
2025-06-26,INVOICE-PAD,11,627.99,apac
2025-07-27,WIDGET-1,10,256.33,west
2025-08-28,WIDGET-PRO,13,762.53,east
2025-09-01,CABLE-USB,8,397.87,north
2025-10-02,DOCK-HDMI,4,119.57,south
2025-11-03,KEYCAP-SET,8,458.71,eu
2025-12-04,INVOICE-PAD,9,52.52,apac
2025-01-05,WIDGET-1,11,661.61,west
2025-02-06,WIDGET-PRO,11,257.16,east
2025-03-07,CABLE-USB,10,345.48,north
2025-04-08,DOCK-HDMI,10,349.36,south
2025-05-09,KEYCAP-SET,6,178.44,eu
2025-06-10,INVOICE-PAD,7,203.28,apac
2025-07-11,WIDGET-1,3,75.11,west
2025-08-12,WIDGET-PRO,7,572.58,east
2025-09-13,CABLE-USB,12,611.95,north
2025-10-14,DOCK-HDMI,5,55.32,south
2025-11-15,KEYCAP-SET,3,16.06,eu
2025-12-16,INVOICE-PAD,6,61.64,apac
2025-01-17,WIDGET-1,3,151.94,west
2025-02-18,WIDGET-PRO,8,595.68,east
2025-03-19,CABLE-USB,4,45.91,north
2025-04-20,DOCK-HDMI,4,62.96,south
2025-05-21,KEYCAP-SET,13,1097.21,eu
2025-06-22,INVOICE-PAD,6,418.02,apac
2025-07-23,WIDGET-1,8,689.82,west
2025-08-24,WIDGET-PRO,3,119.03,east
2025-09-25,CABLE-USB,9,181.36,north
2025-10-26,DOCK-HDMI,8,93.03,south
2025-11-27,KEYCAP-SET,4,223.19,eu
2025-12-28,INVOICE-PAD,13,412.95,apac
2025-01-01,WIDGET-1,5,290.44,west
2025-02-02,WIDGET-PRO,4,25.15,east
2025-03-03,CABLE-USB,1,63.27,north
2025-04-04,DOCK-HDMI,8,642.06,south
2025-05-05,KEYCAP-SET,8,105.57,eu
2025-06-06,INVOICE-PAD,6,136.73,apac
2025-07-07,WIDGET-1,7,131.95,west
2025-08-08,WIDGET-PRO,9,199.92,east
2025-09-09,CABLE-USB,1,15.09,north
2025-10-10,DOCK-HDMI,13,735.09,south
2025-11-11,KEYCAP-SET,4,139.93,eu
2025-12-12,INVOICE-PAD,12,59.76,apac
2025-01-13,WIDGET-1,6,173.73,west
2025-02-14,WIDGET-PRO,10,396.28,east
2025-03-15,CABLE-USB,1,62.61,north
2025-04-16,DOCK-HDMI,4,229.83,south
2025-05-17,KEYCAP-SET,3,171.86,eu
2025-06-18,INVOICE-PAD,9,465.78,apac
2025-07-19,WIDGET-1,11,103.43,west
2025-08-20,WIDGET-PRO,3,83.41,east
2025-09-21,CABLE-USB,11,342.71,north
2025-10-22,DOCK-HDMI,13,1088.09,south
2025-11-23,KEYCAP-SET,13,631.85,eu
2025-12-24,INVOICE-PAD,6,257.22,apac
2025-01-25,WIDGET-1,5,184.92,west
2025-02-26,WIDGET-PRO,9,390.69,east
2025-03-27,CABLE-USB,5,199.48,north
2025-04-28,DOCK-HDMI,7,509.40,south
2025-05-01,KEYCAP-SET,7,603.42,eu
2025-06-02,INVOICE-PAD,11,306.53,apac
2025-07-03,WIDGET-1,5,106.30,west
2025-08-04,WIDGET-PRO,6,107.11,east
2025-09-05,CABLE-USB,9,113.41,north
2025-10-06,DOCK-HDMI,13,557.39,south
2025-11-07,KEYCAP-SET,12,903.41,eu
2025-12-08,INVOICE-PAD,7,423.19,apac
2025-01-09,WIDGET-1,11,690.48,west
2025-02-10,WIDGET-PRO,3,234.28,east
2025-03-11,CABLE-USB,6,353.71,north
2025-04-12,DOCK-HDMI,8,389.33,south
2025-05-13,KEYCAP-SET,7,380.79,eu
2025-06-14,INVOICE-PAD,10,625.52,apac
2025-07-15,WIDGET-1,12,816.67,west
2025-08-16,WIDGET-PRO,2,145.32,east
2025-09-17,CABLE-USB,12,163.67,north
2025-10-18,DOCK-HDMI,2,19.60,south
2025-11-19,KEYCAP-SET,6,378.54,eu
2025-12-20,INVOICE-PAD,11,625.79,apac
2025-01-21,WIDGET-1,9,176.36,west
2025-02-22,WIDGET-PRO,6,445.54,east
2025-03-23,CABLE-USB,6,381.62,north
2025-04-24,DOCK-HDMI,6,117.06,south
2025-05-25,KEYCAP-SET,13,686.11,eu
2025-06-26,INVOICE-PAD,10,136.39,apac
2025-07-27,WIDGET-1,9,282.78,west
2025-08-28,WIDGET-PRO,6,75.48,east
2025-09-01,CABLE-USB,10,92.87,north
2025-10-02,DOCK-HDMI,12,602.05,south
2025-11-03,KEYCAP-SET,7,172.98,eu
2025-12-04,INVOICE-PAD,8,571.82,apac
2025-01-05,WIDGET-1,2,76.94,west
2025-02-06,WIDGET-PRO,6,511.48,east
2025-03-07,CABLE-USB,13,193.51,north
2025-04-08,DOCK-HDMI,3,166.62,south
2025-05-09,KEYCAP-SET,4,225.55,eu
2025-06-10,INVOICE-PAD,6,89.64,apac
2025-07-11,WIDGET-1,9,492.63,west
2025-08-12,WIDGET-PRO,11,394.92,east
2025-09-13,CABLE-USB,5,305.52,north
2025-10-14,DOCK-HDMI,11,686.69,south
2025-11-15,KEYCAP-SET,3,12.03,eu
2025-12-16,INVOICE-PAD,2,37.90,apac
2025-01-17,WIDGET-1,8,531.20,west
2025-02-18,WIDGET-PRO,5,323.00,east
2025-03-19,CABLE-USB,12,43.02,north
2025-04-20,DOCK-HDMI,13,674.54,south
2025-05-21,KEYCAP-SET,5,50.94,eu
2025-06-22,INVOICE-PAD,6,89.34,apac
2025-07-23,WIDGET-1,9,556.49,west
2025-08-24,WIDGET-PRO,10,662.84,east
2025-09-25,CABLE-USB,6,465.75,north
2025-10-26,DOCK-HDMI,10,330.37,south
2025-11-27,KEYCAP-SET,6,239.32,eu
2025-12-28,INVOICE-PAD,8,269.34,apac
2025-01-01,WIDGET-1,13,817.09,west
2025-02-02,WIDGET-PRO,12,52.89,east
2025-03-03,CABLE-USB,4,247.23,north
2025-04-04,DOCK-HDMI,13,308.50,south
2025-05-05,KEYCAP-SET,13,821.08,eu
2025-06-06,INVOICE-PAD,3,54.71,apac
2025-07-07,WIDGET-1,10,361.29,west
2025-08-08,WIDGET-PRO,8,30.81,east
2025-09-09,CABLE-USB,2,160.11,north
2025-10-10,DOCK-HDMI,10,721.30,south
2025-11-11,KEYCAP-SET,7,552.20,eu
2025-12-12,INVOICE-PAD,12,305.76,apac
2025-01-13,WIDGET-1,13,76.70,west
2025-02-14,WIDGET-PRO,1,59.99,east
2025-03-15,CABLE-USB,5,111.95,north
2025-04-16,DOCK-HDMI,7,581.08,south
2025-05-17,KEYCAP-SET,9,328.80,eu
2025-06-18,INVOICE-PAD,12,708.39,apac
2025-07-19,WIDGET-1,6,55.77,west
2025-08-20,WIDGET-PRO,11,925.11,east
2025-09-21,CABLE-USB,9,315.76,north
2025-10-22,DOCK-HDMI,9,143.27,south
2025-11-23,KEYCAP-SET,7,423.84,eu
2025-12-24,INVOICE-PAD,7,243.09,apac
2025-01-25,WIDGET-1,6,24.36,west
2025-02-26,WIDGET-PRO,9,468.02,east
2025-03-27,CABLE-USB,3,239.08,north
2025-04-28,DOCK-HDMI,4,323.63,south
2025-05-01,KEYCAP-SET,5,380.79,eu
2025-06-02,INVOICE-PAD,6,50.89,apac
2025-07-03,WIDGET-1,12,488.13,west
2025-08-04,WIDGET-PRO,8,679.48,east
2025-09-05,CABLE-USB,9,116.54,north
2025-10-06,DOCK-HDMI,7,585.06,south
2025-11-07,KEYCAP-SET,7,157.31,eu
2025-12-08,INVOICE-PAD,13,845.59,apac
2025-01-09,WIDGET-1,1,19.05,west
2025-02-10,WIDGET-PRO,1,21.95,east
2025-03-11,CABLE-USB,4,299.88,north
2025-04-12,DOCK-HDMI,10,230.68,south
2025-05-13,KEYCAP-SET,2,8.37,eu
2025-06-14,INVOICE-PAD,13,91.78,apac
2025-07-15,WIDGET-1,12,769.12,west
2025-08-16,WIDGET-PRO,9,297.86,east
2025-09-17,CABLE-USB,5,180.64,north
2025-10-18,DOCK-HDMI,1,32.84,south
2025-11-19,KEYCAP-SET,10,716.67,eu
2025-12-20,INVOICE-PAD,5,28.41,apac
2025-01-21,WIDGET-1,10,804.74,west
2025-02-22,WIDGET-PRO,4,291.97,east
2025-03-23,CABLE-USB,10,669.54,north
2025-04-24,DOCK-HDMI,3,260.49,south
2025-05-25,KEYCAP-SET,7,146.51,eu
2025-06-26,INVOICE-PAD,12,738.07,apac
2025-07-27,WIDGET-1,13,713.21,west
2025-08-28,WIDGET-PRO,13,1141.86,east
2025-09-01,CABLE-USB,13,603.35,north
2025-10-02,DOCK-HDMI,8,327.68,south
2025-11-03,KEYCAP-SET,6,434.70,eu
2025-12-04,INVOICE-PAD,11,689.45,apac
2025-01-05,WIDGET-1,9,471.25,west
2025-02-06,WIDGET-PRO,10,368.10,east
2025-03-07,CABLE-USB,3,154.08,north
2025-04-08,DOCK-HDMI,5,57.01,south
2025-05-09,KEYCAP-SET,3,49.11,eu
2025-06-10,INVOICE-PAD,9,120.72,apac
2025-07-11,WIDGET-1,7,425.87,west
2025-08-12,WIDGET-PRO,6,50.22,east
2025-09-13,CABLE-USB,1,77.87,north
2025-10-14,DOCK-HDMI,9,495.68,south
2025-11-15,KEYCAP-SET,8,137.25,eu
2025-12-16,INVOICE-PAD,13,211.69,apac
2025-01-17,WIDGET-1,4,225.29,west
2025-02-18,WIDGET-PRO,5,435.36,east
2025-03-19,CABLE-USB,1,43.57,north
2025-04-20,DOCK-HDMI,4,326.21,south
2025-05-21,KEYCAP-SET,10,266.23,eu
2025-06-22,INVOICE-PAD,5,204.69,apac
2025-07-23,WIDGET-1,10,466.96,west
2025-08-24,WIDGET-PRO,9,100.08,east
2025-09-25,CABLE-USB,10,54.19,north
2025-10-26,DOCK-HDMI,9,51.52,south
2025-11-27,KEYCAP-SET,6,508.46,eu
2025-12-28,INVOICE-PAD,4,223.29,apac
2025-01-01,WIDGET-1,3,103.48,west
2025-02-02,WIDGET-PRO,6,112.54,east
2025-03-03,CABLE-USB,8,417.62,north
2025-04-04,DOCK-HDMI,13,581.06,south
2025-05-05,KEYCAP-SET,10,869.03,eu
2025-06-06,INVOICE-PAD,4,33.82,apac
2025-07-07,WIDGET-1,6,450.43,west
2025-08-08,WIDGET-PRO,12,858.81,east
2025-09-09,CABLE-USB,2,167.86,north
2025-10-10,DOCK-HDMI,13,833.91,south
2025-11-11,KEYCAP-SET,1,87.25,eu
2025-12-12,INVOICE-PAD,4,192.42,apac
2025-01-13,WIDGET-1,9,645.87,west
2025-02-14,WIDGET-PRO,6,532.50,east
2025-03-15,CABLE-USB,4,328.87,north
2025-04-16,DOCK-HDMI,6,55.54,south
2025-05-17,KEYCAP-SET,9,614.02,eu
2025-06-18,INVOICE-PAD,3,264.18,apac
2025-07-19,WIDGET-1,10,579.53,west
2025-08-20,WIDGET-PRO,13,135.16,east
2025-09-21,CABLE-USB,9,617.28,north
2025-10-22,DOCK-HDMI,11,373.19,south
2025-11-23,KEYCAP-SET,3,186.06,eu
2025-12-24,INVOICE-PAD,11,136.50,apac
2025-01-25,WIDGET-1,4,159.77,west
2025-02-26,WIDGET-PRO,9,264.36,east
2025-03-27,CABLE-USB,8,214.35,north
2025-04-28,DOCK-HDMI,8,514.04,south
2025-05-01,KEYCAP-SET,12,513.27,eu
2025-06-02,INVOICE-PAD,5,139.75,apac
2025-07-03,WIDGET-1,9,799.52,west
2025-08-04,WIDGET-PRO,2,106.19,east
2025-09-05,CABLE-USB,10,854.25,north
2025-10-06,DOCK-HDMI,12,729.27,south
2025-11-07,KEYCAP-SET,9,420.44,eu
2025-12-08,INVOICE-PAD,8,358.95,apac
2025-01-09,WIDGET-1,9,795.80,west
2025-02-10,WIDGET-PRO,13,665.31,east
2025-03-11,CABLE-USB,3,91.42,north
2025-04-12,DOCK-HDMI,11,250.75,south
2025-05-13,KEYCAP-SET,5,180.70,eu
2025-06-14,INVOICE-PAD,3,63.89,apac
2025-07-15,WIDGET-1,3,96.64,west
2025-08-16,WIDGET-PRO,8,534.30,east
2025-09-17,CABLE-USB,13,140.52,north
2025-10-18,DOCK-HDMI,9,771.36,south
2025-11-19,KEYCAP-SET,7,283.35,eu
2025-12-20,INVOICE-PAD,1,60.39,apac
2025-01-21,WIDGET-1,7,371.54,west
2025-02-22,WIDGET-PRO,10,261.68,east
2025-03-23,CABLE-USB,5,374.87,north
2025-04-24,DOCK-HDMI,11,578.41,south
2025-05-25,KEYCAP-SET,9,37.18,eu
2025-06-26,INVOICE-PAD,13,336.50,apac
2025-07-27,WIDGET-1,6,431.29,west
2025-08-28,WIDGET-PRO,2,48.74,east
2025-09-01,CABLE-USB,7,589.76,north
2025-10-02,DOCK-HDMI,8,239.89,south
2025-11-03,KEYCAP-SET,11,305.77,eu
2025-12-04,INVOICE-PAD,3,48.10,apac
2025-01-05,WIDGET-1,13,337.86,west
2025-02-06,WIDGET-PRO,5,402.95,east
2025-03-07,CABLE-USB,2,152.61,north
2025-04-08,DOCK-HDMI,10,824.00,south
2025-05-09,KEYCAP-SET,9,289.15,eu
2025-06-10,INVOICE-PAD,8,318.02,apac
2025-07-11,WIDGET-1,1,9.04,west
2025-08-12,WIDGET-PRO,4,334.91,east
2025-09-13,CABLE-USB,2,96.23,north
2025-10-14,DOCK-HDMI,1,54.27,south
2025-11-15,KEYCAP-SET,12,166.15,eu
2025-12-16,INVOICE-PAD,1,4.24,apac
2025-01-17,WIDGET-1,10,318.90,west
2025-02-18,WIDGET-PRO,5,194.94,east
2025-03-19,CABLE-USB,2,136.27,north
2025-04-20,DOCK-HDMI,13,982.62,south
2025-05-21,KEYCAP-SET,13,425.17,eu
2025-06-22,INVOICE-PAD,5,352.05,apac
2025-07-23,WIDGET-1,11,901.04,west
2025-08-24,WIDGET-PRO,8,365.95,east
2025-09-25,CABLE-USB,10,745.03,north
2025-10-26,DOCK-HDMI,12,465.13,south
2025-11-27,KEYCAP-SET,1,22.86,eu
2025-12-28,INVOICE-PAD,11,401.87,apac
2025-01-01,WIDGET-1,1,58.73,west
2025-02-02,WIDGET-PRO,1,79.91,east
2025-03-03,CABLE-USB,9,568.86,north
2025-04-04,DOCK-HDMI,3,163.70,south
2025-05-05,KEYCAP-SET,8,348.66,eu
2025-06-06,INVOICE-PAD,12,682.94,apac
2025-07-07,WIDGET-1,11,108.29,west
2025-08-08,WIDGET-PRO,11,799.98,east
2025-09-09,CABLE-USB,10,58.73,north
2025-10-10,DOCK-HDMI,2,100.71,south
2025-11-11,KEYCAP-SET,2,61.17,eu
2025-12-12,INVOICE-PAD,1,27.02,apac
2025-01-13,WIDGET-1,7,112.69,west
2025-02-14,WIDGET-PRO,10,677.23,east
2025-03-15,CABLE-USB,2,50.76,north
2025-04-16,DOCK-HDMI,4,202.70,south
2025-05-17,KEYCAP-SET,6,253.87,eu
2025-06-18,INVOICE-PAD,7,106.32,apac
2025-07-19,WIDGET-1,4,318.30,west
2025-08-20,WIDGET-PRO,8,87.26,east
2025-09-21,CABLE-USB,12,807.97,north
2025-10-22,DOCK-HDMI,3,213.39,south
2025-11-23,KEYCAP-SET,10,357.72,eu
2025-12-24,INVOICE-PAD,2,157.89,apac
2025-01-25,WIDGET-1,12,291.14,west
2025-02-26,WIDGET-PRO,7,303.29,east
2025-03-27,CABLE-USB,7,167.49,north
2025-04-28,DOCK-HDMI,6,91.61,south
2025-05-01,KEYCAP-SET,7,418.04,eu
2025-06-02,INVOICE-PAD,11,598.43,apac
2025-07-03,WIDGET-1,8,336.21,west
2025-08-04,WIDGET-PRO,5,382.18,east
2025-09-05,CABLE-USB,10,433.41,north
2025-10-06,DOCK-HDMI,6,312.56,south
2025-11-07,KEYCAP-SET,7,487.32,eu
2025-12-08,INVOICE-PAD,2,165.24,apac
2025-01-09,WIDGET-1,1,30.72,west
2025-02-10,WIDGET-PRO,10,445.87,east
2025-03-11,CABLE-USB,11,826.13,north
2025-04-12,DOCK-HDMI,13,863.42,south
2025-05-13,KEYCAP-SET,3,88.88,eu
2025-06-14,INVOICE-PAD,10,701.83,apac
2025-07-15,WIDGET-1,4,112.52,west
2025-08-16,WIDGET-PRO,11,382.63,east
2025-09-17,CABLE-USB,1,61.24,north
2025-10-18,DOCK-HDMI,6,218.85,south
2025-11-19,KEYCAP-SET,12,753.23,eu
2025-12-20,INVOICE-PAD,11,241.24,apac
2025-01-21,WIDGET-1,13,327.32,west
2025-02-22,WIDGET-PRO,3,73.24,east
2025-03-23,CABLE-USB,7,533.51,north
2025-04-24,DOCK-HDMI,8,379.09,south
2025-05-25,KEYCAP-SET,3,105.27,eu
2025-06-26,INVOICE-PAD,4,133.71,apac
2025-07-27,WIDGET-1,12,149.92,west
2025-08-28,WIDGET-PRO,12,1048.23,east
2025-09-01,CABLE-USB,4,178.72,north
2025-10-02,DOCK-HDMI,4,213.31,south
2025-11-03,KEYCAP-SET,6,441.16,eu
2025-12-04,INVOICE-PAD,2,66.68,apac
2025-01-05,WIDGET-1,7,187.44,west
2025-02-06,WIDGET-PRO,13,79.26,east
2025-03-07,CABLE-USB,7,417.91,north
2025-04-08,DOCK-HDMI,2,124.01,south
2025-05-09,KEYCAP-SET,12,484.97,eu
2025-06-10,INVOICE-PAD,3,103.32,apac
2025-07-11,WIDGET-1,3,190.25,west
2025-08-12,WIDGET-PRO,5,254.39,east
2025-09-13,CABLE-USB,7,357.39,north
2025-10-14,DOCK-HDMI,10,273.45,south
2025-11-15,KEYCAP-SET,4,80.34,eu
2025-12-16,INVOICE-PAD,12,910.32,apac
2025-01-17,WIDGET-1,10,106.54,west
2025-02-18,WIDGET-PRO,11,717.20,east
2025-03-19,CABLE-USB,13,1069.59,north
2025-04-20,DOCK-HDMI,10,401.60,south
2025-05-21,KEYCAP-SET,9,461.33,eu
2025-06-22,INVOICE-PAD,7,488.48,apac
2025-07-23,WIDGET-1,6,435.88,west
2025-08-24,WIDGET-PRO,10,770.31,east
2025-09-25,CABLE-USB,11,229.41,north
2025-10-26,DOCK-HDMI,5,391.40,south
2025-11-27,KEYCAP-SET,4,349.26,eu
2025-12-28,INVOICE-PAD,5,164.20,apac
2025-01-01,WIDGET-1,8,461.19,west
2025-02-02,WIDGET-PRO,4,32.62,east
2025-03-03,CABLE-USB,10,630.94,north
2025-04-04,DOCK-HDMI,13,69.46,south
2025-05-05,KEYCAP-SET,5,221.99,eu
2025-06-06,INVOICE-PAD,10,264.29,apac
2025-07-07,WIDGET-1,4,138.60,west
2025-08-08,WIDGET-PRO,8,317.34,east
2025-09-09,CABLE-USB,9,360.99,north
2025-10-10,DOCK-HDMI,10,635.74,south
2025-11-11,KEYCAP-SET,7,194.14,eu
2025-12-12,INVOICE-PAD,11,932.29,apac
2025-01-13,WIDGET-1,8,374.49,west
2025-02-14,WIDGET-PRO,4,257.14,east
2025-03-15,CABLE-USB,7,296.95,north
2025-04-16,DOCK-HDMI,6,156.35,south
2025-05-17,KEYCAP-SET,7,365.62,eu
2025-06-18,INVOICE-PAD,6,306.71,apac
2025-07-19,WIDGET-1,13,172.46,west
2025-08-20,WIDGET-PRO,2,35.28,east
2025-09-21,CABLE-USB,4,355.37,north
2025-10-22,DOCK-HDMI,10,285.28,south
2025-11-23,KEYCAP-SET,7,389.40,eu
2025-12-24,INVOICE-PAD,12,998.31,apac
2025-01-25,WIDGET-1,11,383.67,west
2025-02-26,WIDGET-PRO,7,256.79,east
2025-03-27,CABLE-USB,12,686.97,north
2025-04-28,DOCK-HDMI,6,527.65,south
2025-05-01,KEYCAP-SET,10,641.40,eu
2025-06-02,INVOICE-PAD,1,57.38,apac
2025-07-03,WIDGET-1,5,82.98,west
2025-08-04,WIDGET-PRO,9,317.79,east
2025-09-05,CABLE-USB,12,522.76,north
2025-10-06,DOCK-HDMI,4,22.79,south
2025-11-07,KEYCAP-SET,2,33.44,eu
2025-12-08,INVOICE-PAD,5,119.22,apac
2025-01-09,WIDGET-1,7,124.32,west
2025-02-10,WIDGET-PRO,4,201.45,east
2025-03-11,CABLE-USB,12,1049.47,north
2025-04-12,DOCK-HDMI,1,4.76,south
2025-05-13,KEYCAP-SET,12,377.80,eu
2025-06-14,INVOICE-PAD,5,127.36,apac
2025-07-15,WIDGET-1,1,12.30,west
2025-08-16,WIDGET-PRO,9,338.40,east
2025-09-17,CABLE-USB,4,155.22,north
2025-10-18,DOCK-HDMI,4,198.59,south
2025-11-19,KEYCAP-SET,9,431.47,eu
2025-12-20,INVOICE-PAD,7,181.35,apac
2025-01-21,WIDGET-1,5,47.53,west
2025-02-22,WIDGET-PRO,6,187.25,east
2025-03-23,CABLE-USB,12,392.94,north
2025-04-24,DOCK-HDMI,10,48.28,south
2025-05-25,KEYCAP-SET,9,93.29,eu
2025-06-26,INVOICE-PAD,10,256.72,apac
2025-07-27,WIDGET-1,9,311.75,west
2025-08-28,WIDGET-PRO,12,237.06,east
2025-09-01,CABLE-USB,10,70.45,north
2025-10-02,DOCK-HDMI,9,676.35,south
2025-11-03,KEYCAP-SET,3,235.98,eu
2025-12-04,INVOICE-PAD,7,430.11,apac
2025-01-05,WIDGET-1,13,1012.05,west
2025-02-06,WIDGET-PRO,3,114.06,east
2025-03-07,CABLE-USB,4,96.26,north
2025-04-08,DOCK-HDMI,7,405.08,south
2025-05-09,KEYCAP-SET,4,249.87,eu
2025-06-10,INVOICE-PAD,12,400.81,apac
2025-07-11,WIDGET-1,12,97.98,west
2025-08-12,WIDGET-PRO,8,519.32,east
2025-09-13,CABLE-USB,2,90.43,north
2025-10-14,DOCK-HDMI,2,91.61,south
2025-11-15,KEYCAP-SET,1,46.05,eu
2025-12-16,INVOICE-PAD,12,495.38,apac
2025-01-17,WIDGET-1,9,257.36,west
2025-02-18,WIDGET-PRO,2,21.04,east
2025-03-19,CABLE-USB,10,147.52,north
2025-04-20,DOCK-HDMI,4,66.97,south
2025-05-21,KEYCAP-SET,7,457.55,eu
2025-06-22,INVOICE-PAD,2,115.79,apac
2025-07-23,WIDGET-1,2,153.49,west
2025-08-24,WIDGET-PRO,8,318.77,east
2025-09-25,CABLE-USB,1,58.70,north
2025-10-26,DOCK-HDMI,1,65.01,south
2025-11-27,KEYCAP-SET,10,865.30,eu
2025-12-28,INVOICE-PAD,7,518.73,apac
2025-01-01,WIDGET-1,7,359.42,west
2025-02-02,WIDGET-PRO,6,63.43,east
2025-03-03,CABLE-USB,9,692.97,north
2025-04-04,DOCK-HDMI,11,638.71,south
2025-05-05,KEYCAP-SET,9,126.26,eu
2025-06-06,INVOICE-PAD,7,246.77,apac
2025-07-07,WIDGET-1,11,49.75,west
2025-08-08,WIDGET-PRO,10,506.54,east
2025-09-09,CABLE-USB,12,136.60,north
2025-10-10,DOCK-HDMI,6,48.18,south
2025-11-11,KEYCAP-SET,6,217.43,eu
2025-12-12,INVOICE-PAD,2,162.20,apac
2025-01-13,WIDGET-1,4,313.20,west
2025-02-14,WIDGET-PRO,13,399.05,east
2025-03-15,CABLE-USB,12,749.31,north
2025-04-16,DOCK-HDMI,4,39.01,south
2025-05-17,KEYCAP-SET,9,469.58,eu
2025-06-18,INVOICE-PAD,1,58.98,apac
2025-07-19,WIDGET-1,4,129.75,west
2025-08-20,WIDGET-PRO,9,598.28,east
2025-09-21,CABLE-USB,8,196.70,north
2025-10-22,DOCK-HDMI,9,364.26,south
2025-11-23,KEYCAP-SET,9,263.20,eu
2025-12-24,INVOICE-PAD,10,837.58,apac
2025-01-25,WIDGET-1,13,60.40,west
2025-02-26,WIDGET-PRO,7,181.55,east
2025-03-27,CABLE-USB,13,47.62,north
2025-04-28,DOCK-HDMI,9,292.14,south
2025-05-01,KEYCAP-SET,10,444.23,eu
2025-06-02,INVOICE-PAD,5,114.35,apac
2025-07-03,WIDGET-1,12,354.79,west
2025-08-04,WIDGET-PRO,10,245.76,east
2025-09-05,CABLE-USB,3,244.44,north
2025-10-06,DOCK-HDMI,9,719.41,south
2025-11-07,KEYCAP-SET,5,31.69,eu
2025-12-08,INVOICE-PAD,1,81.05,apac
